292.903, 25.3703
292.903, 25.3703
480.023, 25.2834
337.48, 25.8699
342.586, 36.8129
306.021, 39.5578
510.842, 45.0329
513.701, 44.9766
303.431, 47.1846
317.811, 48.0006
229.721, 48.4381
229.721, 48.4381
802.456, 54.0568
363.638, 59.2118
296.447, 60.5532
341.09, 61.3117
802.048, 62.6735
316.442, 62.8215
795.633, 63.4491
341.107, 65.9121
604.917, 70.4092
806.512, 71.3606
340.682, 73.5308
343.589, 75.2143
810.468, 78.3746
320.015, 80.1876
315.244, 81.3367
340.349, 83.6329
332.461, 84.8644
317.903, 86.1349
309.037, 86.837
311.671, 89.7159
665.889, 91.5024
650.268, 92.3222
778.679, 92.4093
533.786, 97.5977
774.836, 98.5487
769.463, 98.9836
814.289, 100.266
756.87, 101.091
773.448, 101.106
765.433, 103.038
729.924, 105.714
364.523, 106.249
364.523, 106.249
566.291, 110.902
566.291, 110.902
566.291, 110.902
235.621, 111.348
607.296, 111.328
607.296, 111.328
515.223, 112.088
698.263, 113.392
338.563, 114.749
595.838, 114.488
595.838, 114.488
801.975, 116.177
478.41, 118.048
598.514, 118.964
217.938, 119.744
293.148, 119.894
311.844, 120.734
311.844, 120.734
325.381, 120.656
248.649, 121.741
213.247, 123.327
280.219, 122.871
241.467, 124.527
98.3296, 126.058
98.3296, 126.058
244.158, 126.255
244.158, 126.255
300.519, 127.802
335.15, 128.002
241.277, 128.486
212.388, 130.912
467.933, 134.062
628.167, 134.774
205.877, 136.864
203.093, 137.259
659.851, 139.145
321.803, 140.405
312.632, 141.588
543.89, 142.558
543.89, 142.558
636.183, 142.42
546.751, 144.32
314.908, 144.88
701.98, 146.244
709.521, 146.034
709.521, 146.034
336.824, 149.126
519.181, 149.735
372.328, 150.806
369.491, 150.931
527.301, 151.78
431.767, 152.807
431.767, 152.807
535.17, 153.188
336.627, 153.307
324.947, 153.748
324.947, 153.748
584.158, 153.924
520.086, 155.967
232.807, 163.16
243.452, 164.36
404.543, 167.281
404.543, 167.281
319.749, 167.854
474.189, 171.608
322.55, 174.433
794.866, 175.036
669.238, 177.046
252.512, 178.157
426.965, 177.968
424.01, 178.769
329.41, 179.846
471.45, 180.992
516.594, 181.369
327.187, 183.43
259.752, 184.477
259.752, 184.477
305.413, 185.631
229.522, 186.548
544.131, 186.538
84.8514, 188.523
84.8514, 188.523
77.8212, 189.387
86.431, 191.263
340.408, 193.683
75.1705, 197.335
75.1705, 197.335
499.624, 198.462
235.383, 198.803
235.383, 198.803
168.337, 199.839
334.067, 200.932
465.766, 200.817
631.886, 201.18
634.335, 202.57
676.981, 203.581
676.981, 203.581
296.523, 205.616
333.625, 206.479
186.314, 208.267
186.314, 208.267
186.314, 208.267
373.804, 209.263
588.189, 210.078
59.8916, 210.534
486.35, 211.21
655.395, 211.28
361.629, 211.885
